AGE,SEXE,NB_POLICE,FORMATION,STATUT_MARITAL,LOISIR,EMPLOI,V_MARQUE,V_ANNEE,S_HEURE,NB_VEH_IMPLIQUE,NB_BLESSE,NB_TEMOIN,TYPE_SINISTRE,TYPE_COLLISION,SEV_SINISTRE,AUTORITE,DOMMAGE_MATERIEL,PROCES_VERB,FRAUDE
94,M,1,Primaire,Veuf,danse,technicien,Saab,2020,1,1,0,3,Vol,Collision frontale,Bris,Aucun,?,O,N
24,M,7,Aucun,Marié,marche,contremaître,Saab,2009,22,1,2,0,Stationnement,Collision arrière,Dommage mineur,Aucun,?,N,N
18,M,4,Aucun,Célibataire,jeu-échecs,commercant,Saab,2022,12,1,2,2,Vol,?,Bris,Police,NON,N,O
43,M,1,Secondaire,Veuve,équitation,agriculteur,Saab,2017,9,3,2,3,Vol,Collision frontale,Dommage mineur,Police,NON,O,N
45,M,7,Aucun,Marié,marche,commercant,BMW,2009,15,1,2,2,Collision isolée,?,Dommage majeur,Autre,?,O,N
69,M,4,Primaire,Veuf,kayak,commercant,BMW,2020,12,1,2,3,Vol,?,Bris,Autre,NON,N,N
64,F,9,Secondaire,Marié,équitation,artisant,Audi,2017,3,3,2,1,Collision multiple,Collision coté,Dommage majeur,Aucun,NON,O,N
65,M,7,Aucun,Marié,marche,chauffeur,Audi,2005,9,1,2,0,Stationnement,Collision frontale,Dommage mineur,Pompier,NON,O,N
60,M,3,Professionel,Veuf,kayak,sans-emploi,Mercedes,2022,0,3,2,2,Collision isolée,?,Bris,Autre,NON,N,N
85,F,9,Secondaire,Concubinage,équitation,chauffeur,Mercedes,2017,21,3,1,3,Vol,Collision frontale,Bris,Autre,NON,O,N
110,F,6,Professionel,Divorcé,saut-élastique,ouvrier,Mercedes,2022,17,3,1,0,Stationnement,Collision arrière,Dommage mineur,Autre,NON,N,O
39,F,3,Secondaire,Concubinage,chasse,ouvrier,Mercedes,2017,14,3,1,1,Collision multiple,Collision arrière,Perte totale,Autre,NON,N,N
88,M,9,3ème cycle,Divorcé,parachutisme,sans-emploi,Accura,2019,1,2,0,0,Stationnement,Collision arrière,Dommage mineur,Police,OUI,O,N
17,M,5,Baccalauréat,Célibataire,jeu-échecs,sans-emploi,Accura,2015,22,2,0,1,Collision multiple,Collision arrière,Perte totale,Police,?,N,N
19,F,2,Baccalauréat,Divorcé,basketball,cadre,Volkswagen,2005,5,2,1,3,Vol,Collision frontale,Dommage mineur,Aucun,OUI,O,N
108,M,8,3ème cycle,Veuve,parachutisme,professeur,Honda,2020,19,2,0,2,Collision isolée,Collision coté,Dommage majeur,Aucun,OUI,O,N
38,M,5,Aucun,Célibataire,jeu-échecs,prof-médicale,Honda,2015,16,2,0,3,Vol,?,Bris,Aucun,?,N,N
40,M,2,Baccalauréat,Célibataire,basketball,ingénieur,Ford,1999,7,1,1,1,Collision multiple,Collision coté,Perte totale,Police,?,O,N
34,M,8,3ème cycle,Veuve,parachutisme,technicien,Suburu,2020,13,2,0,0,Stationnement,Collision frontale,Dommage mineur,Autre,?,O,N
29,M,5,Aucun,Concubinage,jeu-échecs,commercant,Saab,2017,4,1,0,2,Collision isolée,?,Dommage majeur,Aucun,?,N,N
54,M,2,Primaire,Veuf,danse,technicien,Saab,2022,1,1,2,3,Vol,Collision frontale,Bris,Aucun,?,O,N
78,M,7,Aucun,Marié,marche,contremaître,Saab,2017,21,1,2,0,Stationnement,Collision arrière,Dommage mineur,Aucun,?,O,N
92,M,3,Secondaire,Divorcé,basketball,sécurité,Peugeot,2021,11,3,1,0,Stationnement,Collision arrière,Perte totale,Police,OUI,O,N
70,M,8,Primaire,Veuve,parachutisme,chauffeur,Chevrolet,1999,19,1,0,1,Collision multiple,Collision coté,Perte totale,Autre,?,O,N
95,M,4,Aucun,Marié,jeu-échecs,ouvrier,BMW,2019,16,1,2,2,Collision isolée,?,Dommage majeur,Autre,?,N,N
96,M,1,Aucun,Célibataire,cross-fit,sécurité,BMW,2016,22,2,0,1,Collision multiple,Collision arrière,Perte totale,Pompier,?,N,N
26,M,7,Primaire,Veuve,parachutisme,technicien,BMW,2022,19,2,0,1,Collision multiple,Collision coté,Dommage majeur,Pompier,?,O,N
21,M,4,Aucun,Marié,jeux-plateau,sécurité,Renault,1999,9,1,2,0,Stationnement,Collision arrière,Dommage mineur,Pompier,?,N,N
99,M,9,Secondaire,Marié,équitation,cadre,BMW,2021,3,3,2,1,Collision multiple,Collision coté,Dommage majeur,Aucun,NON,O,N
52,M,6,Professionel,Veuf,musique,contremaître,Renault,2005,14,3,1,0,Collision multiple,Collision arrière,Perte totale,SAMU-SMUR,OUI,N,N
54,F,3,Secondaire,Concubinage,chasse,technicien,Renault,2019,11,2,1,1,Vol,Collision frontale,Bris,Aucun,OUI,O,N
78,F,9,Professionel,Divorcé,golf,contremaître,Audi,2016,17,3,1,0,Stationnement,Collision arrière,Dommage mineur,Aucun,NON,O,O
103,F,6,Secondaire,Concubinage,cinéma,contremaître,Peugeot,2019,14,3,1,3,Collision multiple,Collision arrière,Perte totale,Aucun,OUI,O,N
33,F,2,Baccalauréat,Divorcé,basketball,ingénieur,Peugeot,2017,11,3,1,1,Collision isolée,Collision coté,Dommage majeur,Police,OUI,O,N
28,M,8,3ème cycle,Concubinage,exercise,employé,Peugeot,2022,8,2,1,2,Collision isolée,?,Bris,Police,OUI,N,N
53,M,5,Baccalauréat,Célibataire,jeu-échecs,ingénieur,Accura,2019,22,2,0,1,Collision multiple,Collision coté,Perte totale,Police,OUI,N,N
54,F,2,Baccalauréat,Divorcé,basketball,agriculteur,Accura,2016,13,2,1,3,Vol,Collision frontale,Dommage mineur,SAMU-SMUR,OUI,O,N
72,M,8,3ème cycle,Concubinage,exercise,sans-emploi,Nissan,2017,10,1,0,1,Stationnement,Collision arrière,Perte totale,SAMU-SMUR,?,N,N
32,M,4,Primaire,Veuve,camping,artisant,Accura,2015,13,2,0,3,Vol,Collision frontale,Dommage mineur,SAMU-SMUR,?,O,N
27,M,2,Aucun,Veuve,équitation,ouvrier,Volkswagen,2022,3,1,2,2,Collision isolée,?,Dommage majeur,SAMU-SMUR,?,O,N
28,M,7,Aucun,Veuve,jeux-vidéo,employé,Nissan,2005,21,3,2,3,Vol,Collision frontale,Dommage mineur,Autre,NON,O,N
107,M,4,Aucun,Marié,jeux-plateau,sans-emploi,Volkswagen,2021,3,1,2,2,Collision isolée,?,Dommage majeur,SAMU-SMUR,?,O,N
101,M,9,Professionel,Veuf,lecture,commercant,Volkswagen,2018,18,1,2,0,Stationnement,Collision arrière,Perte totale,Pompier,NON,N,N
31,F,6,Secondaire,Marié,marche,agriculteur,Toyota,2005,15,3,2,1,Collision multiple,Collision coté,Dommage majeur,Pompier,NON,O,N
56,F,3,Professionel,Divorcé,kayak,sans-emploi,Toyota,2018,12,3,1,2,Collision isolée,?,Dommage majeur,Pompier,NON,N,N
57,M,1,Professionel,Veuf,lecture,prof-médicale,Toyota,2015,2,3,2,1,Collision multiple,Collision arrière,Perte totale,Autre,OUI,N,N
75,F,6,Secondaire,Marié,marche,cadre,Toyota,2021,23,3,1,1,Collision multiple,Collision coté,Dommage majeur,Autre,OUI,O,N
77,F,3,Professionel,Divorcé,basketball,prof-médicale,Fiat,2018,5,3,1,0,Stationnement,Collision arrière,Dommage mineur,SAMU-SMUR,NON,N,O
30,M,9,Baccalauréat,Concubinage,golf,chauffeur,Suburu,2021,17,2,0,3,Vol,Collision frontale,Bris,Autre,OUI,O,N
31,F,6,Baccalauréat,Divorcé,saut-élastique,cadre,Fiat,2019,23,3,1,2,Collision isolée,Collision coté,Dommage majeur,SAMU-SMUR,OUI,O,N
26,M,2,3ème cycle,Veuve,chasse,prof-médicale,Chevrolet,2016,14,2,0,0,Stationnement,Collision arrière,Dommage mineur,Pompier,OUI,N,N
51,M,8,Baccalauréat,Célibataire,jeux-vidéo,cadre,Chevrolet,2021,10,2,0,1,Collision multiple,Collision coté,Perte totale,Pompier,OUI,O,N
52,F,5,Baccalauréat,Divorcé,saut-élastique,ingénieur,Chevrolet,2018,1,3,1,3,Stationnement,Collision frontale,Dommage mineur,Autre,OUI,O,O
77,F,2,3ème cycle,Concubinage,chasse,employé,BMW,2005,22,1,1,0,Stationnement,Collision arrière,Perte totale,Autre,?,N,N
71,M,8,Baccalauréat,Célibataire,jeux-vidéo,ingénieur,Peugeot,2021,4,2,0,3,Vol,Collision frontale,Bris,SAMU-SMUR,OUI,N,O
96,M,5,3ème cycle,Veuve,camping,ingénieur,BMW,2005,1,2,0,0,Stationnement,Collision frontale,Dommage mineur,SAMU-SMUR,?,N,N
49,M,2,Primaire,Célibataire,lecture,technicien,BMW,2019,12,1,2,3,Vol,?,Bris,Autre,?,N,O
51,M,7,Primaire,Veuve,parachutisme,artisant,Peugeot,2017,19,1,0,1,Collision multiple,Collision coté,Dommage majeur,Pompier,?,O,N
99,M,3,Professionel,Veuf,kayak,contremaître,BMW,2020,6,1,2,0,Collision multiple,Collision arrière,Perte totale,Aucun,NON,N,N
101,M,1,Primaire,Veuf,lecture,agriculteur,Audi,2016,13,1,2,3,Vol,Collision frontale,Bris,Pompier,?,O,N
95,M,6,Secondaire,Marié,marche,artisant,Nissan,2009,3,1,2,2,Collision isolée,Collision coté,Dommage majeur,Autre,NON,O,N
97,M,4,Aucun,Marié,jeu-échecs,ouvrier,Mercedes,2021,18,3,2,0,Stationnement,Collision arrière,Dommage mineur,Autre,NON,N,N
20,F,1,Primaire,Veuf,lecture,professeur,Mercedes,2016,14,3,1,1,Collision multiple,Collision coté,Perte totale,Autre,NON,N,N
21,M,6,Secondaire,Marié,marche,chauffeur,Volkswagen,2009,21,1,2,3,Vol,Collision frontale,Dommage mineur,Pompier,NON,O,N
111,F,4,Professionel,Divorcé,basketball,sans-emploi,Toyota,2021,11,3,1,2,Collision isolée,?,Dommage majeur,Pompier,NON,N,N
17,M,9,Professionel,Veuf,lecture,prof-médicale,Toyota,2019,18,1,2,0,Collision multiple,Collision arrière,Perte totale,SAMU-SMUR,NON,N,N
42,M,6,Secondaire,Marié,marche,cadre,Suburu,2005,15,3,2,1,Collision multiple,Collision coté,Dommage majeur,SAMU-SMUR,NON,O,N
36,F,3,Professionel,Divorcé,basketball,prof-médicale,Fiat,2021,5,3,1,0,Stationnement,Collision arrière,Dommage mineur,SAMU-SMUR,NON,O,O
61,F,9,Secondaire,Concubinage,exercise,prof-médicale,Fiat,2016,2,3,1,1,Collision multiple,Collision arrière,Perte totale,SAMU-SMUR,OUI,N,N
56,F,6,Secondaire,Concubinage,marche,ingénieur,Chevrolet,2005,17,2,1,3,Vol,Collision frontale,Bris,Pompier,OUI,O,N
81,M,3,3ème cycle,Divorcé,basketball,employé,Chevrolet,2018,14,2,0,0,Stationnement,Collision arrière,Dommage mineur,Pompier,OUI,N,N
82,F,8,3ème cycle,Concubinage,exercise,contremaître,Renault,2016,20,3,1,3,Vol,?,Bris,SAMU-SMUR,OUI,N,N
77,M,5,Baccalauréat,Célibataire,saut-élastique,technicien,Peugeot,1999,11,2,0,1,Collision multiple,Collision coté,Perte totale,SAMU-SMUR,OUI,O,N
78,F,3,Baccalauréat,Divorcé,basketball,artisant,Peugeot,2021,17,3,1,0,Stationnement,Collision frontale,Dommage mineur,Police,OUI,O,O
31,M,8,Baccalauréat,Célibataire,jeux-vidéo,contremaître,Peugeot,2005,4,2,0,3,Vol,?,Bris,SAMU-SMUR,?,N,O
33,M,5,Baccalauréat,Divorcé,saut-élastique,agriculteur,Nissan,2021,11,2,1,1,Collision multiple,Collision coté,Dommage majeur,Pompier,OUI,O,N
27,M,2,3ème cycle,Veuve,danse,artisant,Accura,2018,1,2,0,0,Stationnement,Collision frontale,Dommage mineur,Police,OUI,O,N
22,M,8,3ème cycle,Concubinage,exercise,ouvrier,Accura,2005,22,2,0,1,Collision multiple,Collision arrière,Perte totale,Police,?,N,N
47,M,5,Primaire,Célibataire,camping,professeur,Volkswagen,2021,13,1,2,3,Vol,Collision frontale,Bris,SAMU-SMUR,?,O,N
48,M,2,3ème cycle,Veuve,danse,chauffeur,Honda,2018,19,2,0,2,Collision isolée,Collision coté,Dommage majeur,Aucun,?,O,N
43,M,7,Aucun,Marié,jeux-vidéo,sans-emploi,Ford,2015,10,1,0,0,Stationnement,Collision arrière,Dommage mineur,Police,?,N,N
44,M,5,Baccalauréat,Célibataire,jeu-échecs,prof-médicale,Ford,2020,16,2,0,3,Vol,?,Bris,Autre,?,O,N
69,M,1,Primaire,Veuve,danse,cadre,Ford,2017,13,2,0,0,Stationnement,Collision frontale,Dommage mineur,Aucun,?,O,N
64,M,7,Aucun,Marié,jeux-vidéo,prof-médicale,Saab,2009,4,1,2,2,Collision isolée,?,Dommage majeur,Aucun,?,N,N
89,M,4,Primaire,Veuf,kayak,cadre,Saab,2020,0,1,2,3,Vol,Collision frontale,Bris,Aucun,?,N,O
18,M,1,Aucun,Marié,équitation,cadre,Saab,2015,21,1,2,0,Stationnement,Collision frontale,Dommage mineur,Aucun,NON,O,N
108,M,7,Professionel,Célibataire,musique,employé,Saab,2021,18,1,2,1,Collision isolée,?,Bris,Police,NON,N,N
38,F,4,Secondaire,Concubinage,jeux-plateau,cadre,Renault,2017,9,3,1,3,Vol,Collision frontale,Bris,Police,NON,O,N
39,M,1,Secondaire,Marié,équitation,ingénieur,Renault,2015,15,1,2,2,Collision isolée,Collision coté,Dommage majeur,Autre,NON,O,N
64,M,6,Professionel,Veuf,musique,employé,Renault,2018,12,1,2,2,Vol,?,Bris,Aucun,NON,N,O
89,M,3,Secondaire,Marié,jeux-plateau,artisant,Peugeot,2015,9,3,2,3,Vol,Collision frontale,Dommage mineur,Aucun,NON,O,N
83,F,9,Professionel,Divorcé,golf,employé,Audi,1999,23,3,1,2,Collision isolée,Collision coté,Dommage majeur,Aucun,NON,O,N
108,F,6,3ème cycle,Concubinage,cinéma,employé,Audi,2018,20,3,1,3,Vol,?,Bris,Aucun,OUI,N,O
38,F,2,Baccalauréat,Divorcé,basketball,artisant,Audi,2005,17,3,1,3,Stationnement,Collision frontale,Dommage mineur,Police,OUI,O,O
63,F,8,3ème cycle,Concubinage,exercise,commercant,Accura,2019,14,2,1,0,Stationnement,Collision arrière,Perte totale,Police,OUI,N,N
57,M,6,Baccalauréat,Célibataire,jeu-échecs,artisant,Accura,2015,4,2,0,3,Vol,Collision frontale,Bris,Police,OUI,N,N
82,M,2,3ème cycle,Veuve,danse,artisant,Accura,2021,1,2,0,0,Stationnement,Collision frontale,Dommage mineur,Police,?,O,N
84,M,8,3ème cycle,Veuve,exercise,ouvrier,Volkswagen,2018,8,2,1,2,Collision isolée,?,Dommage majeur,Aucun,OUI,N,N
78,M,5,Baccalauréat,Célibataire,jeu-échecs,sans-emploi,Honda,2015,22,2,0,1,Collision multiple,Collision arrière,Perte totale,Aucun,?,N,N
103,M,1,Primaire,Veuve,danse,chauffeur,Volkswagen,2018,9,2,0,0,Stationnement,Collision arrière,Dommage mineur,SAMU-SMUR,OUI,O,N
63,M,8,Baccalauréat,Célibataire,jeux-vidéo,prof-médicale,Volkswagen,2005,6,1,0,1,Collision multiple,Collision arrière,Perte totale,SAMU-SMUR,NON,N,N
58,M,4,Primaire,Veuve,camping,professeur,Ford,2022,13,1,0,3,Vol,Collision frontale,Bris,Police,?,O,N
52,M,2,Aucun,Veuve,équitation,technicien,Ford,2018,3,1,2,2,Collision isolée,Collision coté,Dommage majeur,Police,NON,O,N
54,M,7,Aucun,Célibataire,jeux-vidéo,sécurité,Saab,2005,10,1,0,0,Stationnement,Collision arrière,Perte totale,Aucun,?,N,O
79,M,4,Primaire,Veuf,camping,technicien,Fiat,2021,7,1,2,1,Collision multiple,Collision coté,Perte totale,Aucun,?,O,N
73,M,1,Secondaire,Marié,équitation,cadre,Saab,2018,21,1,2,0,Stationnement,Collision frontale,Dommage mineur,Aucun,NON,O,N
75,M,6,Professionel,Veuf,musique,sécurité,Saab,2005,18,1,2,0,Collision multiple,Collision arrière,Perte totale,Police,NON,N,N
28,M,3,Secondaire,Marié,jeux-plateau,technicien,Renault,2019,15,3,2,1,Collision multiple,Collision coté,Dommage majeur,Police,NON,O,N
83,M,9,Professionel,Veuf,lecture,employé,Fiat,2022,2,3,2,0,Stationnement,Collision arrière,Perte totale,Pompier,OUI,N,N
78,F,6,Secondaire,Concubinage,cinéma,ingénieur,Renault,2019,8,3,1,3,Vol,Collision frontale,Bris,Police,NON,O,N
72,F,3,Baccalauréat,Marié,basketball,agriculteur,Renault,2009,5,3,1,0,Stationnement,Collision frontale,Dommage mineur,Police,NON,O,N
97,F,9,3ème cycle,Concubinage,exercise,contremaître,Peugeot,2022,20,2,1,2,Collision isolée,?,Bris,SAMU-SMUR,OUI,N,N
98,F,6,Secondaire,Concubinage,cinéma,agriculteur,Audi,2019,2,3,1,1,Collision multiple,Collision coté,Perte totale,Aucun,NON,N,N
93,F,2,Baccalauréat,Divorcé,basketball,artisant,Audi,2016,17,2,1,3,Vol,Collision frontale,Dommage mineur,Police,OUI,O,N
23,M,8,3ème cycle,Veuve,exercise,commercant,Accura,2022,14,2,1,0,Stationnement,Collision arrière,Dommage mineur,Police,OUI,N,N
24,F,6,Secondaire,Concubinage,cinéma,ouvrier,Accura,2018,4,2,1,3,Vol,?,Bris,Police,OUI,N,O
72,M,2,3ème cycle,Veuve,danse,sans-emploi,Accura,2022,7,2,0,2,Collision isolée,?,Dommage majeur,Police,OUI,O,N
67,M,8,Aucun,Concubinage,exercise,prof-médicale,Accura,2019,22,2,0,0,Stationnement,Collision arrière,Perte totale,SAMU-SMUR,?,N,N
69,M,5,Baccalauréat,Divorcé,camping,cadre,Volkswagen,2009,19,1,0,1,Collision multiple,Collision coté,Perte totale,SAMU-SMUR,?,O,N
93,M,2,3ème cycle,Veuve,danse,professeur,Honda,2022,1,2,0,0,Stationnement,Collision frontale,Dommage mineur,Aucun,?,O,N
88,M,7,Aucun,Célibataire,jeux-vidéo,ouvrier,Ford,2019,16,1,0,2,Collision isolée,?,Bris,Police,?,N,N
89,M,5,Baccalauréat,Célibataire,jeu-échecs,sécurité,Ford,2015,22,2,0,1,Collision multiple,Collision arrière,Perte totale,Autre,OUI,N,N
19,M,2,Primaire,Veuve,danse,technicien,Ford,2021,19,2,0,2,Collision isolée,Collision coté,Dommage majeur,Police,?,O,N
109,M,7,Aucun,Marié,jeux-vidéo,sécurité,Saab,2019,10,1,2,0,Stationnement,Collision arrière,Dommage mineur,Aucun,?,N,N
103,M,5,Baccalauréat,Célibataire,jeu-échecs,employé,Saab,2015,0,1,2,3,Vol,?,Bris,Aucun,NON,N,O
105,M,1,Primaire,Veuf,danse,ingénieur,Saab,2021,7,1,0,1,Collision multiple,Collision coté,Perte totale,Autre,?,O,N
58,M,7,Professionel,Célibataire,musique,sécurité,Saab,2016,18,3,2,0,Stationnement,Collision arrière,Perte totale,Police,NON,N,N
59,M,4,Primaire,Veuf,kayak,artisant,BMW,2005,0,1,2,3,Vol,Collision frontale,Bris,Autre,?,N,N
54,M,9,Secondaire,Marié,équitation,ingénieur,BMW,2021,15,1,2,1,Collision multiple,Collision coté,Dommage majeur,Aucun,NON,O,N
56,M,7,Aucun,Marié,marche,sans-emploi,Audi,2017,21,1,2,0,Stationnement,Collision arrière,Dommage mineur,Pompier,?,O,N
80,M,4,Primaire,Veuf,kayak,sans-emploi,Audi,1999,2,1,2,1,Collision multiple,Collision arrière,Perte totale,Aucun,NON,N,N
75,M,9,Secondaire,Marié,équitation,agriculteur,Mercedes,2021,9,3,2,3,Vol,Collision frontale,Dommage mineur,Autre,NON,O,N
69,F,7,Professionel,Marié,marche,professeur,Mercedes,2017,23,3,1,2,Collision isolée,Collision coté,Dommage majeur,Autre,NON,O,N
71,M,3,Professionel,Veuf,kayak,ouvrier,Mercedes,1999,6,3,2,0,Stationnement,Collision arrière,Perte totale,Pompier,NON,N,N
24,F,9,Baccalauréat,Divorcé,golf,agriculteur,Mercedes,2018,17,3,1,3,Stationnement,Collision frontale,Dommage mineur,Aucun,OUI,O,O
79,F,6,3ème cycle,Concubinage,cinéma,ouvrier,Mercedes,2022,20,3,1,3,Vol,?,Bris,Aucun,OUI,N,O
104,F,2,Baccalauréat,Divorcé,basketball,professeur,Accura,2017,17,3,1,3,Vol,Collision frontale,Dommage mineur,Aucun,OUI,O,N
34,M,8,3ème cycle,Concubinage,exercise,prof-médicale,Volkswagen,2022,14,2,1,0,Stationnement,Collision arrière,Perte totale,Aucun,OUI,N,N
28,M,5,Baccalauréat,Célibataire,jeu-échecs,ouvrier,Honda,2019,4,2,0,3,Vol,?,Bris,Aucun,OUI,N,O
30,F,2,Baccalauréat,Divorcé,basketball,technicien,Ford,2016,19,1,1,1,Collision multiple,Collision coté,Dommage majeur,Police,?,O,N
24,M,8,3ème cycle,Veuve,parachutisme,sécurité,Suburu,2005,1,2,0,0,Stationnement,Collision arrière,Dommage mineur,Autre,OUI,O,N
49,M,5,Baccalauréat,Célibataire,jeu-échecs,sécurité,Suburu,2019,22,2,0,1,Collision multiple,Collision arrière,Perte totale,Autre,?,N,N
44,M,2,Primaire,Veuf,danse,cadre,Saab,2016,13,1,0,3,Vol,Collision frontale,Bris,Aucun,?,O,N
45,M,8,3ème cycle,Veuve,parachutisme,ingénieur,Chevrolet,2005,19,2,0,2,Collision isolée,Collision coté,Dommage majeur,Pompier,?,O,N
40,M,4,Aucun,Célibataire,jeu-échecs,contremaître,BMW,2021,10,1,0,0,Stationnement,Collision arrière,Perte totale,Autre,?,N,N
65,M,1,Primaire,Veuf,danse,ingénieur,BMW,2015,7,1,2,1,Collision multiple,Collision coté,Perte totale,Autre,?,O,N
66,M,8,Primaire,Veuve,parachutisme,agriculteur,BMW,1999,21,1,0,0,Stationnement,Collision frontale,Dommage mineur,Aucun,?,O,N
61,M,4,Aucun,Marié,jeu-échecs,commercant,Nissan,2021,4,1,2,2,Collision isolée,?,Dommage majeur,Pompier,?,N,N
86,M,1,Primaire,Veuf,lecture,agriculteur,Nissan,2015,0,1,2,3,Vol,Collision frontale,Bris,Pompier,?,O,N
80,M,7,Secondaire,Veuve,marche,artisant,Nissan,2021,21,1,2,0,Stationnement,Collision frontale,Dommage mineur,Pompier,?,O,O
64,F,4,Secondaire,Concubinage,chasse,artisant,Audi,2005,8,3,1,3,Vol,Collision frontale,Bris,Aucun,NON,O,N
65,M,9,Secondaire,Marié,équitation,chauffeur,Nissan,2022,15,1,2,1,Collision isolée,Collision coté,Dommage majeur,Autre,NON,O,N
90,M,6,Professionel,Veuf,musique,ouvrier,Accura,2017,12,3,2,2,Collision isolée,?,Bris,Autre,NON,N,N
84,F,3,Secondaire,Concubinage,chasse,sans-emploi,Mercedes,2005,2,3,1,1,Collision multiple,Collision arrière,Perte totale,Autre,NON,N,N
86,M,9,Secondaire,Marié,équitation,cadre,Mercedes,2021,17,2,2,3,Vol,Collision frontale,Dommage mineur,Aucun,NON,O,N
80,F,6,Professionel,Divorcé,saut-élastique,prof-médicale,Honda,2016,14,2,1,0,Collision isolée,Collision arrière,Dommage mineur,Aucun,OUI,N,N
105,F,3,Secondaire,Concubinage,chasse,prof-médicale,Toyota,2005,20,3,1,3,Vol,?,Bris,Pompier,OUI,N,N
100,M,9,Baccalauréat,Marié,golf,professeur,Suburu,2021,11,2,1,1,Collision multiple,Collision coté,Dommage majeur,Autre,OUI,O,N
101,F,6,Professionel,Divorcé,saut-élastique,technicien,Fiat,2018,17,3,1,0,Stationnement,Collision frontale,Dommage mineur,SAMU-SMUR,OUI,O,O
55,M,2,Baccalauréat,Célibataire,cross-fit,cadre,Suburu,2021,4,2,0,3,Vol,Collision frontale,Bris,Autre,OUI,N,O
56,F,8,Baccalauréat,Divorcé,golf,ingénieur,Suburu,2018,11,3,1,1,Collision multiple,Collision coté,Dommage majeur,Pompier,OUI,O,N
51,M,5,3ème cycle,Veuve,camping,contremaître,Chevrolet,2015,1,2,0,0,Stationnement,Collision arrière,Dommage mineur,Pompier,OUI,N,N
